model_name,price,manufacturing_year,engine_capacity,spare_key,transmission,km_driven,ownership,fuel_type,imperfections,repainted_parts
Hyundai Elite i20,583000,2017,1197,Yes,Manual,971212,3,PETROL,8,2
Volkswagen Polo,306000,2012,1197,Yes,Manual,99913,1,DIESEL,8,2
2021 Maruti Dzire VXI AMT,745000,2021,1197,Yes,Automatic,49950,1,PETROL,3,4
Ford New Figo,589000,2019,1197,Yes,Manual,35504,1,PETROL,8,2
2016 Maruti Wagon R 1.0 VXI,292000,2016,998,Yes,Manual,121389,1,PETROL,27,0
Maruti Alto K10,365000,2018,1197,Yes,Manual,48617,1,PETROL,8,2
Nissan Micra,513000,2019,1197,Yes,Manual,25343,1,PETROL,8,2
2017 Maruti Celerio VXI CNG,368000,2017,998,No,Manual,103154,1,CNG,0,0
Honda Amaze,591000,2018,1197,Yes,Manual,55763,1,PETROL,8,2
Maruti Baleno,513000,2016,1197,Yes,Manual,43929,1,PETROL,8,2
Hyundai Grand i10,553000,2017,1197,Yes,Manual,44390,1,PETROL,8,2
Renault Kwid,334000,2018,1197,Yes,Manual,40003,2,PETROL,8,2
Hyundai i10,345000,2016,1197,Yes,Manual,70593,1,PETROL,8,2
Maruti Baleno,577000,2018,1197,Yes,Manual,83362,1,PETROL,8,2
Maruti Dzire,363000,2018,1197,Yes,Manual,29312,1,PETROL,8,2
Maruti Ciaz,463000,2015,1197,Yes,Manual,89310,3,DIESEL,8,2
Honda City,565000,2014,1197,Yes,Manual,93441,1,DIESEL,8,2
Maruti Swift,654000,2018,1197,Yes,Manual,66434,1,DIESEL,8,2
Tata ALTROZ,769000,2020,1197,Yes,Manual,40742,1,PETROL,8,2
2019 Maruti Ciaz DELTA 1.5 SHVS MT PETROL,671000,2019,1462,Yes,Manual,43437,1,PETROL,2,3
Hyundai Verna,315000,2013,1197,Yes,Manual,77895,1,PETROL,8,2
Hyundai Grand i10,421000,2015,1197,Yes,Manual,74219,3,PETROL,8,2
2017 Maruti Alto 800 LXI,313000,2017,796,Yes,Manual,23280,1,PETROL,0,0
Honda City,800000,2018,1197,Yes,Manual,36816,1,PETROL,8,2
Maruti New Wagon-R,646000,2022,1197,Yes,Manual,16752,1,CNG,8,2
Hyundai Grand i10,418000,2015,1197,Yes,Manual,41152,2,PETROL,8,2
Hyundai Creta,722000,2016,1197,Yes,Manual,62663,2,PETROL,8,2
Maruti Celerio X,463000,2017,1197,Yes,Manual,23991,1,PETROL,8,2
Hyundai i20,262000,2010,1197,Yes,Manual,61302,1,PETROL,8,2
Honda WR-V,801000,2021,1197,Yes,Manual,19044,1,PETROL,8,2
Maruti New Wagon-R,465000,2019,1197,Yes,Manual,52297,2,CNG,8,2
2017 Maruti Baleno DELTA PETROL 1.2,515000,2017,1197,No,Manual,35708,1,PETROL,8,6
Hyundai i20,358000,2011,1197,Yes,Manual,58836,2,PETROL,8,2
Volkswagen Vento,1144000,2021,1197,Yes,Manual,28085,1,PETROL,8,2
Hyundai i10,268000,2012,1197,Yes,Manual,52718,1,PETROL,8,2
Maruti Alto K10,196000,2011,1197,Yes,Manual,15985,1,PETROL,8,2
2018 Maruti Baleno ALPHA DIESEL 1.3,722000,2018,1248,No,Manual,82882,1,DIESEL,19,8
Maruti IGNIS,432000,2017,1197,Yes,Manual,70693,2,PETROL,8,2
Maruti Swift,605000,2018,1197,Yes,Manual,72599,1,PETROL,8,2
Maruti S PRESSO,485000,2020,1197,Yes,Manual,21226,1,PETROL,8,2
Toyota Etios,389000,2013,1197,Yes,Manual,47219,1,PETROL,8,2
Hyundai Elite i20,673000,2015,1197,Yes,Manual,50476,1,PETROL,8,2
Maruti Swift,513650,2020,1197,Yes,Manual,51768,1,PETROL,8,2
Maruti Baleno,683000,2017,1197,Yes,Manual,39860,2,PETROL,8,2
Honda Amaze,350000,2014,1197,Yes,Manual,69660,1,PETROL,8,2
Maruti Alto K10,320000,2016,1197,Yes,Manual,45421,1,PETROL,8,2
Maruti Swift,636000,2018,1197,Yes,Manual,44590,2,PETROL,8,2
2010 Maruti A Star LXI,208000,2010,998,No,Manual,103867,2,PETROL,35,10
Hyundai Elite i20,613000,2016,1197,Yes,Manual,90213,2,PETROL,8,2
Honda Amaze,535000,2016,1197,Yes,Manual,32582,1,PETROL,8,2
Renault Kwid,347000,2018,1197,Yes,Manual,85458,1,PETROL,8,2
Maruti Alto K10,225000,2012,1197,Yes,Manual,44094,2,PETROL,8,2
Maruti Swift Dzire,899000,2014,1197,Yes,Manual,6505,1,CNG,8,2
Maruti Alto K10,390000,2018,1197,Yes,Manual,32278,1,PETROL,8,2
Maruti Swift,470000,2017,1197,Yes,Manual,13559,1,PETROL,8,2
Maruti Baleno,840000,2021,1197,Yes,Manual,22474,1,PETROL,8,2
2022 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,955000,2022,1462,No,Automatic,35515,1,PETROL,21,9
Hyundai Verna,418000,2018,1197,Yes,Manual,59067,2,PETROL,8,2
Maruti Alto 800,229000,2016,1197,Yes,Manual,36206,1,PETROL,8,2
Maruti Swift,765000,2022,1197,Yes,Manual,9043,1,PETROL,8,2
Hyundai NEW SANTRO,429000,2020,1197,Yes,Manual,15578,2,PETROL,8,2
Maruti Swift,505000,2014,1197,Yes,Manual,76430,1,PETROL,8,2
2014 Maruti Swift Dzire VXI,419000,2014,1197,No,Manual,55989,2,PETROL,0,0
Maruti Wagon R 1.0,404000,2017,1197,Yes,Manual,38035,1,PETROL,8,2
Maruti S PRESSO,452000,2020,1197,Yes,Manual,82366,1,CNG,8,2
Maruti Celerio,484000,2017,1197,Yes,Manual,86000,2,CNG,8,2
Maruti Celerio,495000,2018,1197,Yes,Manual,117924,1,PETROL,8,2
Maruti Wagon R 1.0,458000,2017,1197,Yes,Manual,27037,1,PETROL,8,2
Maruti Wagon R 1.0,339000,2014,1197,Yes,Manual,70510,1,PETROL,8,2
Maruti Swift Dzire,423000,2014,1197,Yes,Manual,35946,1,DIESEL,8,2
Hyundai New Elantra,1539000,2019,1197,Yes,Manual,37428,2,PETROL,8,2
Datsun Go,250000,2014,1197,Yes,Manual,18499,1,PETROL,8,2
Renault Duster,767000,2016,1197,Yes,Manual,56003,2,DIESEL,8,2
Maruti Alto 800,341000,2018,1197,Yes,Manual,38778,2,PETROL,8,2
2020 Maruti Dzire ZXI PLUS AMT,790000,2020,1197,Yes,Automatic,32142,1,PETROL,8,4
Tata Tiago,548000,2018,1197,Yes,Manual,43402,1,PETROL,8,2
2020 Maruti Vitara Brezza VXI,710000,2020,1462,No,Manual,24819,1,PETROL,2,0
Hyundai Verna,800000,2017,1197,Yes,Manual,114451,1,DIESEL,8,2
Honda WR-V,557000,2017,1197,Yes,Manual,37815,1,PETROL,8,2
KIA SELTOS,1355000,2019,1197,Yes,Manual,35371,1,PETROL,8,2
Hyundai Creta,1154000,2017,1197,Yes,Manual,99215,1,DIESEL,8,2
2021 Maruti Vitara Brezza VXI AT SHVS,838000,2021,1462,Yes,Automatic,17902,1,PETROL,5,1
Hyundai NEW SANTRO,554000,2019,1197,Yes,Manual,24978,2,PETROL,8,2
2022 Maruti IGNIS DELTA 1.2,612000,2022,1197,Yes,Manual,7097,1,PETROL,1,0
Hyundai Creta,865000,2018,1197,Yes,Manual,26597,2,PETROL,8,2
Maruti Swift,240000,2011,1197,Yes,Manual,73738,2,PETROL,8,2
2014 Maruti Wagon R 1.0 LXI,269000,2014,998,No,Manual,57918,2,PETROL,0,0
Maruti Swift Dzire,434000,2013,1197,Yes,Manual,29811,1,PETROL,8,2
Renault Duster,746000,2017,1197,Yes,Manual,64156,1,DIESEL,8,2
Ford Ecosport,575000,2017,1197,Yes,Manual,98410,1,PETROL,8,2
Hyundai Creta,828000,2018,1197,Yes,Manual,61943,2,DIESEL,8,2
2018 Maruti Celerio VXI AMT,392000,2018,998,Yes,Automatic,119383,1,PETROL,26,10
Maruti Dzire,765000,2017,1197,Yes,Manual,45972,1,DIESEL,8,2
Hyundai Verna,717000,2017,1197,Yes,Manual,82196,1,PETROL,8,2
Honda Brio,264000,2013,1197,Yes,Manual,52775,1,PETROL,8,2
2018 Maruti Ciaz ALPHA 1.5 SHVS PETROL,655000,2018,1462,Yes,Manual,91521,1,PETROL,26,5
Hyundai Grand i10,513000,2016,1197,Yes,Manual,29966,1,PETROL,8,2
2015 Maruti Swift VXI,373000,2015,1197,Yes,Manual,59260,1,PETROL,0,0
Maruti Celerio,654000,2021,1197,Yes,Manual,3731,1,PETROL,8,2
Maruti Swift Dzire,455000,2016,1197,Yes,Manual,102359,1,PETROL,8,2
Maruti New Wagon-R,622000,2022,1197,Yes,Manual,42764,1,CNG,8,2
2018 Maruti Dzire LXI,477000,2018,1197,Yes,Manual,59288,1,PETROL,0,0
Renault Kwid,322000,2016,1197,Yes,Manual,22869,1,PETROL,8,2
Maruti Wagon R 1.0,308000,2012,1197,Yes,Manual,58228,2,CNG,8,2
2020 Maruti Dzire VXI AMT,705000,2020,1248,Yes,Automatic,41774,1,PETROL,0,0
Maruti Swift,396000,2014,1197,Yes,Manual,44060,1,DIESEL,8,2
Toyota YARIS,505000,2020,1197,Yes,Manual,69393,1,PETROL,8,2
Maruti Dzire,701000,2017,1197,Yes,Manual,71321,2,PETROL,8,2
Datsun Redi Go,370000,2021,1197,Yes,Manual,9618,1,PETROL,8,2
Tata ALTROZ,694000,2020,1197,Yes,Manual,54207,1,PETROL,8,2
Hyundai Xcent,401000,2015,1197,Yes,Manual,75360,1,PETROL,8,2
Maruti Celerio,529000,2018,1197,Yes,Manual,31424,1,PETROL,8,2
Maruti Wagon R 1.0,310000,2015,1197,Yes,Manual,23093,1,PETROL,8,2
Honda City,1245000,2017,1197,Yes,Manual,37779,2,PETROL,8,2
Maruti Wagon R 1.0,264000,2013,1197,Yes,Manual,31462,2,PETROL,8,2
Honda Civic,1709000,2020,1197,Yes,Manual,42457,1,PETROL,8,2
Honda City,926000,2015,1197,Yes,Manual,13681,1,PETROL,8,2
2021 Maruti Alto LXI O,386000,2021,796,Yes,Manual,2632,1,PETROL,6,1
Mahindra XUV500,1077000,2017,1197,Yes,Manual,81120,1,DIESEL,8,2
Maruti Ciaz,844000,2016,1197,Yes,Manual,38556,1,PETROL,8,2
Hyundai i20,354000,2013,1197,Yes,Manual,60806,1,PETROL,8,2
Maruti Vitara Brezza,907000,2021,1197,Yes,Manual,14835,1,PETROL,8,2
Maruti Alto 800,334000,2018,1197,Yes,Manual,12443,1,PETROL,8,2
Hyundai GRAND I10 NIOS,713000,2020,1197,Yes,Manual,29284,1,PETROL,8,2
Hyundai Grand i10,571000,2017,1197,Yes,Manual,22294,1,PETROL,8,2
Tata Tiago,529000,2018,1197,Yes,Manual,86346,1,PETROL,8,2
Maruti Swift,421000,2012,1197,Yes,Manual,78249,3,PETROL,8,2
Maruti Swift Dzire,1322000,2016,1197,Yes,Manual,32987,1,DIESEL,8,2
Mahindra XUV 3OO,861000,2020,1197,Yes,Manual,13631,1,PETROL,8,2
Maruti Wagon R 1.0,321000,2012,1197,Yes,Manual,121602,1,CNG,8,2
2013 Maruti Alto K10 LXI,216000,2013,998,Yes,Manual,19685,1,PETROL,3,0
Hyundai Elite i20,619000,2016,1197,Yes,Manual,48886,1,PETROL,8,2
Honda Jazz,707000,2017,1197,Yes,Manual,70602,1,PETROL,8,2
Maruti Celerio,487000,2018,1197,Yes,Manual,58870,1,PETROL,8,2
Maruti Dzire,317000,2018,1197,Yes,Manual,56873,1,PETROL,8,2
Hyundai Grand i10,400000,2016,1197,Yes,Manual,86978,1,DIESEL,8,2
Tata TIGOR,530000,2021,1197,Yes,Manual,73424,1,PETROL,8,2
2017 Maruti Baleno ZETA PETROL 1.2,506000,2017,1197,Yes,Manual,29508,2,PETROL,14,0
Maruti Baleno,580000,2017,1197,Yes,Manual,38418,2,PETROL,8,2
Renault Duster,688000,2017,1197,Yes,Manual,66718,2,PETROL,8,2
Honda Jazz,828000,2021,1197,Yes,Manual,53546,1,PETROL,8,2
Hyundai Xcent,379000,2014,1197,Yes,Manual,68677,1,PETROL,8,2
Hyundai Creta,768000,2017,1197,Yes,Manual,22591,2,PETROL,8,2
2020 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,873000,2020,1462,Yes,Automatic,45058,1,PETROL,1,0
Hyundai Grand i10,493000,2015,1197,Yes,Manual,46988,1,PETROL,8,2
2014 Maruti Wagon R Stingray VXI,294000,2014,998,No,Manual,80360,2,PETROL,17,7
Hyundai Creta,1175000,2021,1197,Yes,Manual,24849,1,PETROL,8,2
Tata ALTROZ,792000,2021,1197,Yes,Manual,12280,1,PETROL,8,2
Maruti Alto 800,279000,2016,1197,Yes,Manual,28381,1,PETROL,8,2
Datsun Redi Go,228000,2017,1197,Yes,Manual,75817,1,PETROL,8,2
Maruti Baleno,578000,2017,1197,Yes,Manual,28566,1,PETROL,8,2
Maruti Wagon R 1.0,261000,2010,1197,Yes,Manual,62714,2,PETROL,8,2
Honda City,494000,2017,1197,Yes,Manual,66960,1,PETROL,8,2
2016 Maruti Swift VXI,476000,2016,1197,Yes,Manual,52736,1,PETROL,12,5
Maruti Vitara Brezza,974000,2019,1197,Yes,Manual,54333,1,DIESEL,8,2
Honda Amaze,390000,2016,1197,Yes,Manual,27556,2,PETROL,8,2
Hyundai AURA,664000,2021,1197,Yes,Manual,20183,1,PETROL,8,2
Maruti Swift,661000,2019,1197,Yes,Manual,74999,1,DIESEL,8,2
Maruti Baleno,790000,2019,1197,Yes,Manual,32098,1,PETROL,8,2
2022 Maruti Alto LXI O,390000,2022,796,Yes,Manual,24676,1,PETROL,2,0
Tata Tiago,428000,2018,1197,Yes,Manual,33563,2,PETROL,8,2
Hyundai VENUE,1015000,2020,1197,Yes,Manual,18194,1,PETROL,8,2
Maruti IGNIS,612000,2019,1197,Yes,Manual,28958,1,PETROL,8,2
Maruti Alto,465000,2021,1197,Yes,Manual,20340,1,CNG,8,2
KIA SELTOS,1150000,2020,1197,Yes,Manual,57218,1,DIESEL,8,2
Maruti Celerio,442000,2016,1197,Yes,Manual,68512,2,PETROL,8,2
Honda City,459000,2014,1197,Yes,Manual,53487,2,PETROL,8,2
Maruti Ciaz,955000,2019,1197,Yes,Manual,59015,1,PETROL,8,2
Datsun Redi Go,409000,2019,1197,Yes,Manual,9368,1,PETROL,8,2
Renault Kiger,786000,2021,1197,Yes,Manual,19706,2,PETROL,8,2
Maruti Celerio,373000,2018,1197,Yes,Manual,124206,2,PETROL,8,2
2014 Maruti Ciaz VXI+,452000,2014,1373,No,Manual,39298,1,PETROL,14,1
Maruti IGNIS,723000,2020,1197,Yes,Manual,23325,1,PETROL,8,2
Maruti Alto 800,291000,2018,1197,Yes,Manual,62659,1,PETROL,8,2
Hyundai Creta,683000,2015,1197,Yes,Manual,82997,2,DIESEL,8,2
Honda WR-V,880000,2021,1197,Yes,Manual,23861,1,PETROL,8,2
2023 Maruti Alto K10 LXI,435000,2023,998,Yes,Manual,14943,1,PETROL,6,0
Hyundai i10,348000,2015,1197,Yes,Manual,66578,2,PETROL,8,2
Toyota Corolla Altis,1086000,2017,1197,Yes,Manual,66207,1,PETROL,8,2
Maruti Swift,454000,2016,1197,Yes,Manual,97062,2,DIESEL,8,2
Maruti Vitara Brezza,779000,2018,1197,Yes,Manual,36428,1,DIESEL,8,2
Honda City,807000,2015,1197,Yes,Manual,20478,1,PETROL,8,2
Hyundai Creta,962000,2017,1197,Yes,Manual,93563,1,PETROL,8,2
Maruti IGNIS,580000,2018,1197,Yes,Manual,36714,1,PETROL,8,2
2017 Maruti Baleno ZETA CVT PETROL 1.2,534000,2017,1197,No,Automatic,69002,1,PETROL,21,5
Hyundai Eon,209000,2014,1197,Yes,Manual,24501,3,PETROL,8,2
Hyundai AURA,898000,2022,1197,Yes,Manual,8584,1,PETROL,8,2
2017 Maruti Swift LXI (O),417000,2017,1197,Yes,Manual,47968,1,PETROL,15,5
Maruti Alto K10,157000,2011,1197,Yes,Manual,93403,1,PETROL,8,2
Maruti Alto 800,279000,2019,1197,Yes,Manual,29095,2,PETROL,8,2
Hyundai NEW SANTRO,508000,2019,1197,Yes,Manual,29390,1,PETROL,8,2
2017 Maruti IGNIS SIGMA 1.2,384000,2017,1197,No,Manual,51920,1,PETROL,18,8
Maruti Dzire,700000,2019,1197,Yes,Manual,23227,2,PETROL,8,2
Maruti Wagon R 1.0,283000,2010,1197,Yes,Manual,43861,1,PETROL,8,2
2016 Maruti Alto K10 VXI (O) AMT,369000,2016,998,Yes,Automatic,30851,1,PETROL,15,6
Mahindra XUV500,966000,2015,1197,Yes,Manual,88973,1,DIESEL,8,2
2018 Maruti Ertiga ZDI + SHVS,1005000,2018,1248,No,Manual,69668,1,DIESEL,16,0
Maruti Ciaz,659000,2018,1197,Yes,Manual,50946,2,PETROL,8,2
Maruti Swift,385000,2017,1197,Yes,Manual,75594,2,PETROL,8,2
Maruti Wagon R 1.0,455000,2018,1197,Yes,Manual,16338,2,PETROL,8,2
Maruti Alto,380000,2019,1197,Yes,Manual,60299,1,PETROL,8,2
Nissan Terrano,586000,2016,1197,Yes,Manual,29893,1,DIESEL,8,2
Maruti Vitara Brezza,704000,2019,1197,Yes,Manual,89657,1,DIESEL,8,2
Toyota YARIS,720000,2019,1197,Yes,Manual,30460,1,PETROL,8,2
Toyota Etios Liva,508000,2018,1197,Yes,Manual,90753,1,DIESEL,8,2
Maruti Alto,419000,2021,1197,Yes,Manual,22112,1,PETROL,8,2
Honda WR-V,687000,2017,1197,Yes,Manual,114545,1,PETROL,8,2
Tata Hexa,1178000,2019,1197,Yes,Manual,43895,1,DIESEL,8,2
Maruti Swift,533000,2018,1197,Yes,Manual,50479,2,PETROL,8,2
Hyundai Grand i10,601000,2018,1197,Yes,Manual,98455,1,DIESEL,8,2
Hyundai Grand i10,398000,2014,1197,Yes,Manual,98211,2,PETROL,8,2
2014 Maruti Wagon R 1.0 VXI,307000,2014,998,No,Manual,83098,2,PETROL,23,2
Datsun Redi Go,358000,2021,1197,Yes,Manual,6227,1,PETROL,8,2
Maruti Ciaz,581000,2016,1197,Yes,Manual,87249,1,PETROL,8,2
Maruti S Cross,975000,2020,1197,Yes,Manual,34624,1,PETROL,8,2
Maruti IGNIS,732000,2022,1197,Yes,Manual,12699,1,PETROL,8,2
Honda Amaze,394000,2017,1197,Yes,Manual,74577,2,PETROL,8,2
Hyundai i10,252000,2012,1197,Yes,Manual,17962,1,PETROL,8,2
Hyundai Elite i20,667000,2017,1197,Yes,Manual,51181,1,PETROL,8,2
Maruti Swift,382000,2015,1197,Yes,Manual,81442,1,PETROL,8,2
Maruti Wagon R 1.0,441000,2016,1197,Yes,Manual,48397,2,PETROL,8,2
Ford Ecosport,777000,2017,1197,Yes,Manual,33493,1,PETROL,8,2
Hyundai Grand i10,584000,2019,1197,Yes,Manual,62795,1,PETROL,8,2
Tata TIAGO NRG,574000,2019,1197,Yes,Manual,43253,1,PETROL,8,2
Honda City,823000,2018,1197,Yes,Manual,64982,2,PETROL,8,2
Honda WR-V,763000,2017,1197,Yes,Manual,43841,2,PETROL,8,2
Honda WR-V,777000,2017,1197,Yes,Manual,59930,2,PETROL,8,2
Tata Tiago,445000,2017,1197,Yes,Manual,91069,1,PETROL,8,2
2019 Maruti New Wagon-R ZXI 1.2,501000,2019,1197,No,Manual,29420,2,PETROL,10,3
Hyundai VENUE,893000,2020,1197,Yes,Manual,62693,1,DIESEL,8,2
Mahindra XUV 3OO,860000,2019,1197,Yes,Manual,54443,1,DIESEL,8,2
2020 Maruti Dzire ZXI AMT,728000,2020,1197,Yes,Automatic,15435,1,PETROL,2,1
Maruti Alto 800,311000,2017,1197,Yes,Manual,26737,1,PETROL,8,2
Maruti Alto,351000,2020,1197,Yes,Manual,17083,1,PETROL,8,2
Tata NEXON,948000,2022,1197,Yes,Manual,29196,1,PETROL,8,2
Maruti Swift Dzire,238000,2011,1197,Yes,Manual,62689,3,PETROL,8,2
Maruti Alto,345000,2019,1197,Yes,Manual,10511,1,PETROL,8,2
Hyundai Xcent,446000,2016,1197,Yes,Manual,87210,1,CNG,8,2
Tata Tiago,627000,2021,1197,Yes,Manual,15897,1,PETROL,8,2
Maruti Alto K10,371000,2017,1197,Yes,Manual,54233,1,PETROL,8,2
Hyundai i20,468000,2013,1197,Yes,Manual,120740,1,DIESEL,8,2
Maruti S Cross,627000,2016,1197,Yes,Manual,122542,1,DIESEL,8,2
2019 Maruti Swift VXI,525000,2019,1197,Yes,Manual,67091,1,PETROL,13,4
Hyundai Grand i10,430000,2016,1197,Yes,Manual,62505,2,PETROL,8,2
Toyota Glanza,819000,2019,1197,Yes,Manual,63600,1,PETROL,8,2
Hyundai Elite i20,657000,2017,1197,Yes,Manual,83337,1,PETROL,8,2
2020 Maruti New Wagon-R VXI (O) 1.2,508000,2020,1197,Yes,Manual,66530,1,PETROL,16,4
Renault Kiger,836000,2021,1197,Yes,Manual,30423,2,PETROL,8,2
Maruti Celerio,499000,2018,1197,Yes,Manual,20339,1,PETROL,8,2
Hyundai Grand i10,394000,2014,1197,Yes,Manual,38741,2,PETROL,8,2
2021 Maruti New Wagon-R LXI CNG (O) 1.0,574000,2021,998,Yes,Manual,39613,1,CNG,16,3
Hyundai Grand i10,299750,2014,1197,Yes,Manual,95138,1,PETROL,8,2
Maruti IGNIS,508000,2018,1197,Yes,Manual,51566,1,PETROL,8,2
Maruti Baleno,573000,2016,1197,Yes,Manual,50459,1,PETROL,8,2
Hyundai Grand i10,496000,2017,1197,Yes,Manual,19924,1,PETROL,8,2
2020 Maruti S PRESSO VXI+,378000,2020,998,No,Manual,31102,2,PETROL,27,11
Maruti Swift,380000,2011,1197,Yes,Manual,87951,1,DIESEL,8,2
Maruti Swift Dzire,706000,2016,1197,Yes,Manual,54996,1,PETROL,8,2
Honda Amaze,1305000,2019,1197,Yes,Manual,24163,1,PETROL,8,2
2015 Maruti Wagon R 1.0 VXI,358000,2015,998,No,Manual,56620,1,PETROL,6,1
Hyundai Eon,338000,2018,1197,Yes,Manual,26858,1,PETROL,8,2
Maruti Ciaz,668000,2019,1197,Yes,Manual,91391,1,PETROL,8,2
Maruti Wagon R 1.0,379000,2016,1197,Yes,Manual,40561,2,CNG,8,2
Hyundai ALCAZAR,2031000,2022,1197,Yes,Manual,30646,1,DIESEL,8,2
Renault TRIBER,462000,2019,1197,Yes,Manual,62391,1,PETROL,8,2
2021 Maruti Swift VXI,643000,2021,1197,Yes,Manual,23180,1,PETROL,4,2
2013 Maruti Alto 800 VXI,210000,2013,796,Yes,Manual,79677,2,PETROL,12,18
Hyundai i10,218000,2011,1197,Yes,Manual,87568,1,PETROL,8,2
Maruti Alto,390000,2020,1197,Yes,Manual,44790,1,PETROL,8,2
Ford Ecosport,555500,2015,1197,Yes,Manual,55610,2,PETROL,8,2
Hyundai Elite i20,477000,2017,1197,Yes,Manual,41702,2,PETROL,8,2
Maruti Ciaz,370000,2015,1197,Yes,Manual,99137,2,DIESEL,8,2
2020 Maruti S PRESSO VXI+,440000,2020,998,Yes,Manual,14896,2,PETROL,12,1
2021 Maruti Dzire ZXI,783000,2021,1197,Yes,Manual,39505,1,PETROL,1,1
Hyundai Eon,297000,2018,1197,Yes,Manual,66586,1,PETROL,8,2
Maruti Swift Dzire,786000,2016,1197,Yes,Manual,9323,1,PETROL,8,2
Maruti Dzire,616000,2019,1197,Yes,Manual,24826,2,PETROL,8,2
Maruti Wagon R 1.0,424000,2018,1197,Yes,Manual,66438,1,CNG,8,2
Hyundai Grand i10,458000,2017,1197,Yes,Manual,72359,1,DIESEL,8,2
Hyundai i10,221000,2013,1197,Yes,Manual,87260,1,PETROL,8,2
Renault Kiger,778000,2021,1197,Yes,Manual,17632,1,PETROL,8,2
Maruti Wagon R 1.0,254000,2012,1197,Yes,Manual,61195,2,PETROL,8,2
2020 Maruti New Wagon-R LXI 1.0,472000,2020,998,Yes,Manual,20914,1,PETROL,4,0
Maruti New Wagon-R,556000,2019,1197,Yes,Manual,17396,1,PETROL,8,2
2020 Maruti Baleno ZETA PETROL 1.2,631000,2020,1197,Yes,Manual,55790,1,PETROL,1,5
Maruti Wagon R 1.0,374000,2017,1197,Yes,Manual,28568,1,PETROL,8,2
Maruti Celerio,390000,2016,1197,Yes,Manual,39319,2,PETROL,8,2
Toyota Innova,802000,2015,1197,Yes,Manual,104654,1,DIESEL,8,2
2017 Maruti Baleno RS 1.0 PETROL,670000,2017,998,No,Manual,36274,1,PETROL,3,0
Maruti IGNIS,705000,2020,1197,Yes,Manual,31518,1,PETROL,8,2
Honda Civic,1724000,2020,1197,Yes,Manual,30097,1,PETROL,8,2
Maruti Dzire,893000,2017,1197,Yes,Manual,60988,1,DIESEL,8,2
Maruti Swift Dzire,495000,2014,1197,Yes,Manual,73324,1,PETROL,8,2
2017 Maruti Celerio ZXI AMT,449000,2017,998,Yes,Automatic,72304,1,PETROL,0,0
Honda WR-V,832000,2019,1197,Yes,Manual,5375,1,PETROL,8,2
Hyundai Grand i10,440000,2015,1197,Yes,Manual,48500,2,PETROL,8,2
Maruti Swift,487650,2015,1197,Yes,Manual,64751,1,DIESEL,8,2
Maruti Swift,315000,2013,1197,Yes,Manual,92202,1,DIESEL,8,2
Maruti Vitara Brezza,599000,2016,1197,Yes,Manual,64794,1,DIESEL,8,2
Maruti Alto,357000,2019,1197,Yes,Manual,16903,2,PETROL,8,2
Maruti Alto 800,309000,2016,1197,Yes,Manual,50152,1,PETROL,8,2
2015 Maruti Celerio VXI AMT,410000,2015,998,No,Automatic,29628,1,PETROL,12,6
Maruti Swift,650800,2018,1197,Yes,Manual,48725,1,PETROL,8,2
Maruti Alto,383000,2021,1197,Yes,Manual,25869,1,PETROL,8,2
Hyundai Elite i20,578000,2016,1197,Yes,Manual,52276,1,PETROL,8,2
Tata Tiago,785000,2021,1197,Yes,Manual,15606,2,PETROL,8,2
Hyundai Verna,851000,2018,1197,Yes,Manual,47446,1,PETROL,8,2
2011 Maruti Alto K10 VXI,177000,2011,998,Yes,Manual,81585,2,PETROL,2,13
Hyundai Elite i20,587000,2018,1197,Yes,Manual,64031,2,CNG,8,2
Honda WR-V,685000,2018,1197,Yes,Manual,90213,1,PETROL,8,2
Maruti Swift,227000,2011,1197,Yes,Manual,48422,1,PETROL,8,2
Hyundai Eon,306000,2018,1197,Yes,Manual,57485,1,PETROL,8,2
2017 Maruti Baleno ALPHA PETROL 1.2,535000,2017,1197,Yes,Manual,69911,2,PETROL,6,3
Maruti New Wagon-R,611000,2021,1197,Yes,Manual,35724,1,CNG,8,2
Maruti Ritz,365000,2013,1197,Yes,Manual,84200,1,DIESEL,8,2
Maruti Ciaz,794000,2020,1197,Yes,Manual,42718,1,PETROL,8,2
Hyundai Elite i20,613000,2019,1197,Yes,Manual,72801,1,PETROL,8,2
Volkswagen Polo,683000,2018,1197,Yes,Manual,53736,1,PETROL,8,2
Honda Amaze,597000,2019,1197,Yes,Manual,65358,2,PETROL,8,2
Hyundai AURA,736000,2022,1197,Yes,Manual,35752,2,PETROL,8,2
Maruti Wagon R 1.0,242000,2011,1197,Yes,Manual,70937,3,PETROL,8,2
Honda WR-V,544000,2017,1197,Yes,Manual,54018,1,PETROL,8,2
Maruti Celerio,509000,2019,1197,Yes,Manual,16068,2,PETROL,8,2
Renault Kwid,405000,2021,1197,Yes,Manual,31433,1,PETROL,8,2
Maruti Swift Dzire,581000,2015,1197,Yes,Manual,83446,1,PETROL,8,2
Skoda Rapid,597000,2015,1197,Yes,Manual,109146,1,DIESEL,8,2
Maruti Dzire,627000,2019,1197,Yes,Manual,83314,1,PETROL,8,2
Hyundai Elite i20,579000,2018,1197,Yes,Manual,44946,1,PETROL,8,2
