model_name,price,manufacturing_year,engine_capacity,spare_key,transmission,km_driven,ownership,fuel_type,imperfections,repainted_parts
Maruti Swift,555000,2015,1197,Yes,Manual,76485,1,PETROL,8,2
Ford Ecosport,616000,2017,1197,Yes,Manual,86439,1,DIESEL,8,2
Ford FREESTYLE,555000,2018,1197,Yes,Manual,63517,1,DIESEL,8,2
Hyundai Elite i20,465000,2015,1197,Yes,Manual,41664,1,PETROL,8,2
Maruti New Wagon-R,570000,2021,1197,Yes,Manual,26440,1,CNG,8,2
Maruti New Wagon-R,587000,2019,1197,Yes,Manual,51562,1,PETROL,8,2
2015 Maruti Celerio ZXI,453000,2015,998,Yes,Manual,69645,1,PETROL,10,6
Honda Amaze,615000,2019,1197,Yes,Manual,58764,1,DIESEL,8,2
Tata TIGOR,566000,2020,1197,Yes,Manual,14112,1,PETROL,8,2
Maruti Alto,173000,2011,1197,Yes,Manual,48360,1,PETROL,8,2
Honda Jazz,582000,2018,1197,Yes,Manual,24575,1,PETROL,8,2
Maruti S PRESSO,445000,2021,1197,Yes,Manual,13886,1,PETROL,8,2
Hyundai Elite i20,499000,2017,1197,Yes,Manual,65023,3,PETROL,8,2
Maruti Celerio,348000,2014,1197,Yes,Manual,70625,1,PETROL,8,2
Tata NEXON,1015000,2021,1197,Yes,Manual,66395,1,DIESEL,8,2
Honda Brio,332000,2012,1197,Yes,Manual,52092,2,PETROL,8,2
2018 Maruti Baleno DELTA PETROL 1.2,514000,2018,1197,Yes,Manual,77148,1,PETROL,5,3
Maruti Baleno,501000,2017,1197,Yes,Manual,80137,1,PETROL,8,2
Honda City,706000,2016,1197,Yes,Manual,70547,1,PETROL,8,2
Maruti Wagon R 1.0,220000,2012,1197,Yes,Manual,61504,1,PETROL,8,2
2019 Maruti New Wagon-R VXI (O) 1.0,475000,2019,998,No,Manual,57936,1,PETROL,13,6
Renault Duster,625000,2014,1197,Yes,Manual,52550,1,DIESEL,8,2
Hyundai Verna,310000,2013,1197,Yes,Manual,69952,2,PETROL,8,2
Tata NEXON,570000,2017,1197,Yes,Manual,72564,2,PETROL,8,2
Hyundai Creta,956000,2017,1197,Yes,Manual,72313,2,PETROL,8,2
Maruti Ertiga,860000,2017,1197,Yes,Manual,20569,2,DIESEL,8,2
2016 Maruti Ertiga VXI,679000,2016,1373,No,Manual,43851,1,PETROL,1,0
Maruti Celerio,381000,2014,1197,Yes,Manual,38275,1,PETROL,8,2
Maruti Dzire,909000,2017,1197,Yes,Manual,42231,1,PETROL,8,2
2020 Maruti S PRESSO VXI PLUS AMT,465000,2020,998,Yes,Automatic,40092,2,PETROL,6,6
Skoda Rapid,744000,2020,1197,Yes,Manual,47239,1,PETROL,8,2
Mahindra XUV700,2108000,2022,1197,Yes,Manual,13339,1,PETROL,8,2
2020 Maruti Baleno ZETA CVT PETROL 1.2,713000,2020,1197,No,Automatic,70579,2,PETROL,22,2
2015 Maruti Celerio VXI AMT,404000,2015,998,No,Automatic,52643,1,PETROL,13,1
Hyundai Creta,1009000,2018,1197,Yes,Manual,57263,1,DIESEL,8,2
Mahindra XUV500,1200000,2017,1197,Yes,Manual,61290,2,DIESEL,8,2
Hyundai i10,225000,2013,1197,Yes,Manual,73996,3,PETROL,8,2
Honda City,673000,2015,1197,Yes,Manual,23358,2,PETROL,8,2
Tata TIGOR,792000,2018,1197,Yes,Manual,105630,1,DIESEL,8,2
Maruti Alto K10,171000,2010,1197,Yes,Manual,53614,1,PETROL,8,2
Renault Kwid,340000,2017,1197,Yes,Manual,45933,2,PETROL,8,2
Ford Ecosport,552000,2017,1197,Yes,Manual,93995,1,PETROL,8,2
Honda Jazz,577000,2017,1197,Yes,Manual,97372,2,PETROL,8,2
2019 Maruti Baleno DELTA PETROL 1.2,548000,2019,1197,No,Manual,47849,2,CNG,14,8
Tata NEXON,896000,2021,1197,Yes,Manual,44641,1,PETROL,8,2
Hyundai Grand i10,524000,2017,1197,Yes,Manual,40108,1,PETROL,8,2
Skoda Rapid,1377000,2017,1197,Yes,Manual,87893,1,DIESEL,8,2
Honda City,722000,2014,1197,Yes,Manual,43865,2,DIESEL,8,2
Hyundai i10,217000,2011,1197,Yes,Manual,56652,2,PETROL,8,2
Maruti Baleno,530000,2016,1197,Yes,Manual,72160,1,PETROL,8,2
Maruti Baleno,572000,2017,1197,Yes,Manual,64616,1,PETROL,8,2
Mahindra XUV500,1756000,2019,1197,Yes,Manual,36847,1,DIESEL,8,2
Hyundai GRAND I10 NIOS,709000,2021,1197,Yes,Manual,39615,1,CNG,8,2
Maruti Dzire,684000,2017,1197,Yes,Manual,7245,1,PETROL,8,2
Tata PUNCH,810000,2022,1197,Yes,Manual,3348,1,PETROL,8,2
Maruti Wagon R 1.0,252000,2012,1197,Yes,Manual,87108,1,CNG,8,2
Maruti Wagon R 1.0,343000,2014,1197,Yes,Manual,18501,1,PETROL,8,2
Maruti Dzire,726000,2017,1197,Yes,Manual,78566,1,PETROL,8,2
Maruti Ertiga,571000,2013,1197,Yes,Manual,105946,2,PETROL,8,2
Maruti Wagon R 1.0,405000,2018,1197,Yes,Manual,100362,1,CNG,8,2
Maruti Baleno,673000,2019,1197,Yes,Manual,25387,2,PETROL,8,2
2023 Maruti BREZZA ZXI SMART HYBRID,1231000,2023,1462,Yes,Manual,10234,1,PETROL,0,0
Maruti Dzire,758000,2018,1197,Yes,Manual,79019,1,DIESEL,8,2
2015 Maruti Celerio ZXI (O),375000,2015,998,Yes,Manual,27204,1,PETROL,16,4
Honda Amaze,980000,2020,1197,Yes,Manual,61109,1,DIESEL,8,2
Maruti Alto 800,307000,2016,1197,Yes,Manual,60497,1,PETROL,8,2
Nissan Micra Active,399000,2018,1197,Yes,Manual,81680,1,PETROL,8,2
Maruti Celerio,401000,2016,1197,Yes,Manual,55978,1,PETROL,8,2
Maruti Ertiga,716000,2017,1197,Yes,Manual,101647,3,DIESEL,8,2
2016 Maruti Alto 800 LXI O,278000,2016,796,Yes,Manual,70249,1,PETROL,0,0
Maruti Wagon R 1.0,212000,2012,1197,Yes,Manual,95778,3,CNG,8,2
2018 Maruti Baleno ALPHA CVT PETROL 1.2,682000,2018,1197,Yes,Automatic,53792,1,PETROL,19,3
Maruti Alto,404000,2021,1197,Yes,Manual,17843,2,PETROL,8,2
Volkswagen Polo,731000,2019,1197,Yes,Manual,29363,1,PETROL,8,2
Tata Harrier,1986000,2021,1197,Yes,Manual,64784,1,DIESEL,8,2
Maruti Alto K10,234000,2010,1197,Yes,Manual,41987,1,PETROL,8,2
Maruti Baleno,501000,2017,1197,Yes,Manual,74249,1,PETROL,8,2
Hyundai GRAND I10 NIOS,706000,2021,1197,Yes,Manual,25042,1,CNG,8,2
Maruti IGNIS,472000,2017,1197,Yes,Manual,86390,2,PETROL,8,2
Maruti Dzire,678350,2018,1197,Yes,Manual,47726,1,PETROL,8,2
Hyundai i10,253000,2012,1197,Yes,Manual,75621,1,PETROL,8,2
Toyota Etios,774000,2014,1197,Yes,Manual,71275,1,DIESEL,8,2
Hyundai Grand i10,518000,2019,1197,Yes,Manual,17925,1,PETROL,8,2
Maruti Celerio,524000,2018,1197,Yes,Manual,72112,1,PETROL,8,2
Hyundai Grand i10,521000,2015,1197,Yes,Manual,51618,1,PETROL,8,2
Skoda Rapid,1098000,2021,1197,Yes,Manual,14335,1,PETROL,8,2
Honda City,655000,2021,1197,Yes,Manual,55092,1,DIESEL,8,2
2021 Maruti IGNIS SIGMA 1.2,479000,2021,1197,No,Manual,25742,1,PETROL,6,4
Maruti Vitara Brezza,830000,2016,1197,Yes,Manual,99232,1,DIESEL,8,2
Maruti New Wagon-R,555000,2020,1197,Yes,Manual,45694,1,CNG,8,2
Maruti Wagon R 1.0,476000,2016,1197,Yes,Manual,64481,1,PETROL,8,2
Honda Jazz,694000,2016,1197,Yes,Manual,65072,1,PETROL,8,2
Honda Amaze,645000,2018,1197,Yes,Manual,81854,1,PETROL,8,2
2018 Maruti Ciaz ZETA 1.4 AT PETROL,757000,2018,1373,Yes,Automatic,88132,1,PETROL,5,5
2019 Maruti Ciaz SIGMA 1.5 SHVS MT PETROL,755000,2019,1462,No,Manual,12567,1,PETROL,6,1
2018 Maruti Celerio ZXI,371000,2018,998,Yes,Manual,60902,2,PETROL,7,0
Maruti Ciaz,714000,2019,1197,Yes,Manual,53713,1,DIESEL,8,2
Maruti Alto K10,176000,2011,1197,Yes,Manual,67524,2,PETROL,8,2
Maruti Alto K10,302000,2015,1197,Yes,Manual,36627,1,PETROL,8,2
2023 Maruti Alto K10 VXI PLUS AMT,580000,2023,998,Yes,Automatic,6675,2,PETROL,1,1
Maruti Celerio,509000,2019,1197,Yes,Manual,103872,1,CNG,8,2
Hyundai Grand i10,350000,2015,1197,Yes,Manual,26542,2,PETROL,8,2
Renault Kwid,503000,2021,1197,Yes,Manual,20090,1,PETROL,8,2
Ford Ecosport,540000,2015,1197,Yes,Manual,40632,1,PETROL,8,2
2023 Maruti IGNIS ZETA 1.2 AMT,754000,2023,1197,Yes,Automatic,4714,1,PETROL,1,0
Maruti Celerio,487000,2016,1197,Yes,Manual,23308,1,PETROL,8,2
Maruti Swift Dzire,738000,2010,1197,Yes,Manual,35782,1,PETROL,8,2
Hyundai Elite i20,561000,2016,1197,Yes,Manual,49994,1,PETROL,8,2
2019 Maruti Celerio VXI CNG,518000,2019,998,Yes,Manual,35436,1,CNG,3,3
Honda City,737000,2010,1197,Yes,Manual,68137,1,PETROL,8,2
Honda City,681000,2021,1197,Yes,Manual,22931,1,PETROL,8,2
Renault Kiger,855000,2021,1197,Yes,Manual,22637,1,PETROL,8,2
Hyundai Grand i10,428650,2016,1197,Yes,Manual,72842,1,PETROL,8,2
Hyundai AURA,672000,2021,1197,Yes,Manual,21923,1,PETROL,8,2
Honda Amaze,981000,2018,1197,Yes,Manual,23589,1,PETROL,8,2
Hyundai NEW SANTRO,476000,2019,1197,Yes,Manual,30327,1,PETROL,8,2
Maruti Wagon R 1.0,399000,2017,1197,Yes,Manual,47323,1,CNG,8,2
Hyundai i10,349000,2013,1197,Yes,Manual,91279,2,PETROL,8,2
Mahindra XUV500,1273000,2016,1197,Yes,Manual,97110,2,DIESEL,8,2
2021 Maruti New Wagon-R LXI CNG 1.0,570000,2021,998,Yes,Manual,13032,1,CNG,4,0
Maruti Alto 800,354000,2017,1197,Yes,Manual,17035,2,PETROL,8,2
Maruti S Cross,1067000,2020,1197,Yes,Manual,27653,1,PETROL,8,2
2019 Maruti Baleno ZETA PETROL 1.2,694000,2019,1197,No,Manual,54029,1,PETROL,14,3
2020 Maruti Alto VXI,332000,2020,796,No,Manual,27947,2,PETROL,10,0
Hyundai i20 Active,604000,2017,1197,Yes,Manual,69786,2,PETROL,8,2
2018 Maruti Swift VXI AMT,506000,2018,1197,Yes,Automatic,77150,1,PETROL,13,2
Renault Kwid,378000,2019,1197,Yes,Manual,40481,1,PETROL,8,2
Maruti Ritz,268000,2013,1197,Yes,Manual,72059,2,PETROL,8,2
Hyundai Xcent,695000,2017,1197,Yes,Manual,91910,1,PETROL,8,2
Maruti Swift,406000,2015,1197,Yes,Manual,78958,1,PETROL,8,2
Hyundai Creta,792000,2018,1197,Yes,Manual,87542,1,DIESEL,8,2
Mahindra XUV500,1037000,2017,1197,Yes,Manual,60408,2,DIESEL,8,2
2017 Maruti Wagon R 1.0 VXI,351000,2017,998,No,Manual,19081,1,PETROL,32,2
2016 Maruti Baleno DELTA PETROL 1.2,497000,2016,1197,Yes,Manual,48242,2,PETROL,8,3
Maruti Baleno,504000,2017,1197,Yes,Manual,43381,1,PETROL,8,2
2023 Maruti BREZZA ZXI SMART HYBRID,1146000,2023,1462,No,Manual,12590,1,PETROL,0,0
2019 Maruti Alto 800 LXI,336000,2019,796,Yes,Manual,39868,1,PETROL,2,1
Maruti Celerio,433000,2017,1197,Yes,Manual,23389,1,PETROL,8,2
Maruti Baleno,612000,2016,1197,Yes,Manual,20049,2,PETROL,8,2
Volkswagen Ameo,1005000,2017,1197,Yes,Manual,19454,1,PETROL,8,2
Hyundai Xcent,547000,2018,1197,Yes,Manual,42266,2,PETROL,8,2
Hyundai Elite i20,473000,2015,1197,Yes,Manual,69458,1,PETROL,8,2
Hyundai Grand i10,498000,2015,1197,Yes,Manual,81868,2,PETROL,8,2
Nissan Micra Active,439000,2018,1197,Yes,Manual,47340,2,CNG,8,2
2021 Maruti Swift VXI,589000,2021,1197,No,Manual,58463,1,PETROL,8,9
Maruti Swift,710000,2019,1197,Yes,Manual,47296,1,PETROL,8,2
Maruti Wagon R 1.0,249000,2011,1197,Yes,Manual,38412,1,PETROL,8,2
Maruti Swift,433000,2014,1197,Yes,Manual,55145,1,PETROL,8,2
Maruti Celerio,433000,2020,1197,Yes,Manual,25268,1,PETROL,8,2
Hyundai NEW SANTRO,504000,2019,1197,Yes,Manual,53748,1,PETROL,8,2
Maruti IGNIS,487000,2017,1197,Yes,Manual,29406,2,PETROL,8,2
Hyundai Eon,279000,2017,1197,Yes,Manual,119490,1,PETROL,8,2
Hyundai NEW I20,884000,2021,1197,Yes,Manual,77648,1,DIESEL,8,2
2013 Maruti Alto K10 LXI,245000,2013,998,Yes,Manual,18101,1,PETROL,0,0
Maruti S PRESSO,444000,2022,1197,Yes,Manual,5787,1,PETROL,8,2
2017 Maruti Swift VXI,422000,2017,1197,Yes,Manual,87820,1,PETROL,10,6
Hyundai i10,392000,2016,1197,Yes,Manual,35851,1,PETROL,8,2
Hyundai Grand i10,518000,2018,1197,Yes,Manual,25345,1,PETROL,8,2
Honda City,606000,2014,1197,Yes,Manual,74493,2,DIESEL,8,2
Maruti Swift,378000,2014,1197,Yes,Manual,70344,1,PETROL,8,2
2017 Maruti Ciaz SIGMA 1.4 MT PETROL,579000,2017,1373,No,Manual,51872,1,PETROL,7,9
Maruti Baleno,584000,2017,1197,Yes,Manual,26902,1,PETROL,8,2
Maruti Swift,537000,2019,1197,Yes,Manual,56187,1,PETROL,8,2
Hyundai i10,291650,2012,1197,Yes,Manual,73424,2,PETROL,8,2
2019 Maruti New Wagon-R VXI 1.0 AMT,527000,2019,998,No,Automatic,30598,1,PETROL,14,4
Maruti XL6,894000,2020,1197,Yes,Manual,81644,1,PETROL,8,2
Maruti Celerio,578000,2022,1197,Yes,Manual,18977,1,PETROL,8,2
Hyundai i10,213000,2012,1197,Yes,Manual,52892,3,PETROL,8,2
Volkswagen Polo,258000,2011,1197,Yes,Manual,88120,1,PETROL,8,2
2014 Maruti Wagon R 1.0 LXI,327000,2014,998,Yes,Manual,115256,1,CNG,22,6
Maruti IGNIS,510000,2019,1197,Yes,Manual,72225,1,PETROL,8,2
Maruti Alto K10,281000,2015,1197,Yes,Manual,104029,1,PETROL,8,2
2019 Maruti Baleno DELTA CVT PETROL 1.2,600000,2019,1197,Yes,Automatic,16547,2,PETROL,3,9
Hyundai i10,257000,2012,1197,Yes,Manual,21063,1,PETROL,8,2
Maruti Baleno,640000,2020,1197,Yes,Manual,24356,1,PETROL,8,2
Maruti New Wagon-R,612000,2021,1197,Yes,Manual,53136,1,CNG,8,2
2019 Maruti Baleno ZETA PETROL 1.2,647000,2019,1197,No,Manual,55295,2,PETROL,2,1
Maruti Ertiga,794000,2015,1197,Yes,Manual,31208,1,PETROL,8,2
Maruti Baleno,627000,2017,1197,Yes,Manual,39217,2,PETROL,8,2
Hyundai Xcent,897000,2018,1197,Yes,Manual,19877,1,PETROL,8,2
Maruti Wagon R 1.0,418000,2018,1197,Yes,Manual,33443,1,PETROL,8,2
Maruti Celerio,419000,2015,1197,Yes,Manual,74424,3,PETROL,8,2
Maruti New Wagon-R,587000,2020,1197,Yes,Manual,11232,1,PETROL,8,2
Maruti Baleno,634000,2019,1197,Yes,Manual,47644,1,PETROL,8,2
Maruti Wagon R 1.0,383000,2018,1197,Yes,Manual,58165,2,PETROL,8,2
2021 Maruti Celerio ZXI AMT,600000,2021,998,No,Automatic,24059,1,PETROL,1,2
Maruti Baleno,632000,2016,1197,Yes,Manual,57404,1,DIESEL,8,2
Ford Ecosport,724000,2017,1197,Yes,Manual,88695,1,DIESEL,8,2
Honda City,566000,2015,1197,Yes,Manual,19634,1,PETROL,8,2
Maruti Alto K10,294250,2017,1197,Yes,Manual,59323,1,PETROL,8,2
Hyundai Verna,1098000,2018,1197,Yes,Manual,67370,2,DIESEL,8,2
Renault Kwid,564000,2021,1197,Yes,Manual,26755,1,PETROL,8,2
Hyundai Verna,481000,2014,1197,Yes,Manual,53875,1,PETROL,8,2
Maruti Dzire,387000,2018,1197,Yes,Manual,20381,1,PETROL,8,2
Maruti Wagon R 1.0,386000,2015,1197,Yes,Manual,20170,1,PETROL,8,2
Hyundai i20,294000,2011,1197,Yes,Manual,83121,1,PETROL,8,2
Hyundai i10,222000,2011,1197,Yes,Manual,33326,1,PETROL,8,2
2017 Maruti Alto K10 VXI (O) AMT,325000,2017,998,Yes,Automatic,49080,1,PETROL,17,3
Maruti Swift,247000,2012,1197,Yes,Manual,97529,1,PETROL,8,2
Maruti Wagon R 1.0,437000,2017,1197,Yes,Manual,64464,1,PETROL,8,2
Maruti Swift Dzire,353000,2015,1197,Yes,Manual,67064,1,PETROL,8,2
Maruti S Cross,610000,2018,1197,Yes,Manual,89162,2,DIESEL,8,2
2023 Maruti S PRESSO VXI PLUS (O) AMT,552000,2023,998,Yes,Automatic,1207,1,PETROL,1,0
Maruti Alto K10,268000,2013,1197,Yes,Manual,32789,1,PETROL,8,2
2017 Maruti Dzire LXI,470000,2017,1197,Yes,Manual,22148,1,PETROL,14,7
Renault Kwid,331000,2016,1197,Yes,Manual,37235,2,PETROL,8,2
Honda Brio,307000,2014,1197,Yes,Manual,66051,1,PETROL,8,2
Hyundai VENUE,956000,2020,1197,Yes,Manual,22101,1,PETROL,8,2
Maruti Celerio,414000,2014,1197,Yes,Manual,52357,1,PETROL,8,2
Maruti Ciaz,875000,2020,1197,Yes,Manual,27344,1,PETROL,8,2
Renault TRIBER,682000,2022,1197,Yes,Manual,23227,1,PETROL,8,2
Maruti Wagon R 1.0,342000,2015,1197,Yes,Manual,68548,3,PETROL,8,2
Hyundai Grand i10,545000,2016,1197,Yes,Manual,54128,2,PETROL,8,2
Hyundai i10,310000,2012,1197,Yes,Manual,59621,2,PETROL,8,2
2013 Maruti Ritz ZDI,366000,2013,1248,Yes,Manual,82552,1,DIESEL,10,3
Maruti Swift,564000,2018,1197,Yes,Manual,51706,1,PETROL,8,2
Maruti Ritz,452000,2014,1197,Yes,Manual,38170,1,DIESEL,8,2
Mahindra Kuv100,372000,2017,1197,Yes,Manual,47474,1,PETROL,8,2
Hyundai i20 Active,691000,2017,1197,Yes,Manual,26404,1,PETROL,8,2
Hyundai Elite i20,695000,2018,1197,Yes,Manual,30264,1,PETROL,8,2
Mahindra XUV500,951000,2018,1197,Yes,Manual,75908,1,DIESEL,8,2
Maruti IGNIS,548000,2020,1197,Yes,Manual,31459,1,PETROL,8,2
Maruti Swift Dzire,287000,2010,1197,Yes,Manual,80183,3,PETROL,8,2
Hyundai AURA,866650,2022,1197,Yes,Manual,28673,1,DIESEL,8,2
Maruti Alto K10,306000,2016,1197,Yes,Manual,51825,1,PETROL,8,2
2023 Maruti BREZZA ZXI SMART HYBRID,1146000,2023,1462,Yes,Manual,18693,1,PETROL,1,1
2019 Maruti Dzire VXI AMT,664000,2019,1197,Yes,Automatic,19029,1,PETROL,1,2
2022 Maruti Baleno ALPHA 1.2 AGS,843000,2022,1197,Yes,Automatic,27052,1,PETROL,6,6
Hyundai Verna,564000,2016,1197,Yes,Manual,95667,3,DIESEL,8,2
Maruti Celerio,471000,2017,1197,Yes,Manual,41859,1,PETROL,8,2
Volkswagen Vento,617000,2020,1197,Yes,Manual,80772,1,PETROL,8,2
KIA SELTOS,1171000,2022,1197,Yes,Manual,12404,2,DIESEL,8,2
Maruti Baleno,707000,2019,1197,Yes,Manual,27310,2,PETROL,8,2
Honda City,455000,2012,1197,Yes,Manual,29332,1,PETROL,8,2
Maruti Swift,371000,2014,1197,Yes,Manual,33395,2,PETROL,8,2
Maruti Dzire,731000,2019,1197,Yes,Manual,35146,1,PETROL,8,2
2018 Maruti Dzire VXI,558000,2018,1197,Yes,Manual,73333,2,PETROL,12,6
Toyota Etios,287000,2011,1197,Yes,Manual,46849,1,PETROL,8,2
Honda Amaze,867000,2016,1197,Yes,Manual,39071,1,PETROL,8,2
Maruti Swift,335000,2013,1197,Yes,Manual,76606,1,PETROL,8,2
Maruti Alto,278000,2019,1197,Yes,Manual,62809,1,PETROL,8,2
Maruti Alto 800,298000,2014,1197,Yes,Manual,13135,1,PETROL,8,2
Hyundai NEW SANTRO,494000,2018,1197,Yes,Manual,34350,1,PETROL,8,2
Hyundai i10,347000,2013,1197,Yes,Manual,69263,2,PETROL,8,2
Maruti S PRESSO,453000,2020,1197,Yes,Manual,49770,1,PETROL,8,2
2014 Maruti Celerio VXI AMT,367000,2014,998,Yes,Automatic,75385,2,PETROL,1,0
Maruti Wagon R 1.0,301000,2014,1197,Yes,Manual,85644,1,CNG,8,2
2019 Maruti XL6 ZETA AT,921000,2019,1462,Yes,Automatic,54342,1,PETROL,12,0
Volkswagen Polo,559000,2016,1197,Yes,Manual,90305,1,PETROL,8,2
Maruti Alto K10,298000,2016,1197,Yes,Manual,73344,3,PETROL,8,2
Hyundai Grand i10,335000,2013,1197,Yes,Manual,76950,1,PETROL,8,2
Maruti Swift Dzire,801000,2015,1197,Yes,Manual,65865,1,PETROL,8,2
Maruti Swift,343000,2014,1197,Yes,Manual,46247,2,PETROL,8,2
Renault Kwid,282000,2018,1197,Yes,Manual,80128,1,PETROL,8,2
2017 Maruti Alto 800 LXI,294000,2017,796,No,Manual,69275,1,PETROL,0,0
Honda WR-V,755000,2019,1197,Yes,Manual,45978,2,DIESEL,8,2
Maruti Swift,587000,2016,1197,Yes,Manual,60380,1,PETROL,8,2
Tata NEXON,793000,2019,1197,Yes,Manual,66337,1,PETROL,8,2
Maruti Swift,400000,2012,1197,Yes,Manual,89503,2,DIESEL,8,2
Maruti Swift,348000,2013,1197,Yes,Manual,49347,1,PETROL,8,2
Maruti Wagon R 1.0,328000,2014,1197,Yes,Manual,44140,1,CNG,8,2
Hyundai i10,291000,2013,1197,Yes,Manual,66444,1,PETROL,8,2
2017 Maruti Dzire ZXI AMT,560000,2017,1197,Yes,Automatic,99905,1,PETROL,13,9
2015 Maruti Ciaz ZXI,538000,2015,1373,Yes,Manual,97889,2,PETROL,41,11
2018 Maruti Alto 800 LXI O,298000,2018,796,Yes,Manual,68062,1,PETROL,12,2
Maruti Swift Dzire,618000,2012,1197,Yes,Manual,91392,1,PETROL,8,2
Maruti Dzire,706000,2020,1197,Yes,Manual,87904,1,PETROL,8,2
Maruti Swift Dzire,954000,2012,1197,Yes,Manual,10893,1,PETROL,8,2
Honda Brio,273700,2013,1197,Yes,Manual,38326,2,PETROL,8,2
Maruti Baleno,592000,2015,1197,Yes,Manual,84473,3,DIESEL,8,2
Honda City,362000,2019,1197,Yes,Manual,22758,1,PETROL,8,2
Maruti New Wagon-R,590000,2021,1197,Yes,Manual,44203,1,CNG,8,2
Maruti Alto K10,168000,2011,1197,Yes,Manual,84199,2,PETROL,8,2
Hyundai i10,349000,2012,1197,Yes,Manual,82143,2,PETROL,8,2
Hyundai GRAND I10 NIOS,725000,2021,1197,Yes,Manual,6611,1,PETROL,8,2
Ford Ecosport,546000,2017,1197,Yes,Manual,54120,2,DIESEL,8,2
Tata Tiago,712500,2022,1197,Yes,Manual,13934,1,CNG,8,2
Maruti Wagon R 1.0,464000,2017,1197,Yes,Manual,31637,2,PETROL,8,2
Honda Amaze,851000,2017,1197,Yes,Manual,17218,1,PETROL,8,2
Maruti Ertiga,577000,2014,1197,Yes,Manual,57053,1,PETROL,8,2
Hyundai Elite i20,741000,2018,1197,Yes,Manual,56074,1,DIESEL,8,2
Honda WR-V,670000,2018,1197,Yes,Manual,13378,1,PETROL,8,2
Maruti Swift Dzire,885000,2015,1197,Yes,Manual,38272,1,PETROL,8,2
Hyundai Elite i20,775000,2018,1197,Yes,Manual,56719,1,DIESEL,8,2
Honda City,785000,2017,1197,Yes,Manual,63157,2,PETROL,8,2
Mahindra XUV 3OO,974000,2019,1197,Yes,Manual,57202,1,PETROL,8,2
Maruti Celerio,379000,2016,1197,Yes,Manual,63848,2,PETROL,8,2
Maruti Alto 800,207000,2012,1197,Yes,Manual,63748,2,PETROL,8,2
Tata NEXON,837000,2019,1197,Yes,Manual,49044,2,PETROL,8,2
Hyundai Grand i10,443000,2015,1197,Yes,Manual,39950,1,PETROL,8,2
Maruti Swift,856000,2021,1197,Yes,Manual,17273,1,PETROL,8,2
Maruti Swift,421000,2015,1197,Yes,Manual,10056,2,PETROL,8,2
Honda WR-V,634000,2017,1197,Yes,Manual,56507,2,PETROL,8,2
Hyundai i20 Active,683000,2016,1197,Yes,Manual,17967,1,PETROL,8,2
2016 Maruti Vitara Brezza ZDI,709000,2016,1248,Yes,Manual,88267,1,DIESEL,5,2
Maruti Zen Estilo,163000,2010,1197,Yes,Manual,91626,1,PETROL,8,2
Maruti S Cross,964000,2020,1197,Yes,Manual,55419,1,PETROL,8,2
Maruti Alto K10,362000,2017,1197,Yes,Manual,48220,1,PETROL,8,2
Hyundai NEW I20,785000,2021,1197,Yes,Manual,19709,1,PETROL,8,2
Maruti New Wagon-R,533000,2019,1197,Yes,Manual,53481,1,CNG,8,2
Maruti Ciaz,528000,2016,1197,Yes,Manual,49716,2,PETROL,8,2
Honda City,723000,2019,1197,Yes,Manual,89757,1,PETROL,8,2
Hyundai NEW SANTRO,546000,2021,1197,Yes,Manual,78271,1,CNG,8,2
2014 Maruti Wagon R 1.0 VXI,308000,2014,998,Yes,Manual,98723,2,PETROL,12,5
2017 Maruti Celerio ZXI (O),414000,2017,998,Yes,Manual,51182,2,PETROL,8,4
Hyundai Verna,603000,2013,1197,Yes,Manual,29555,1,DIESEL,8,2
Maruti Baleno,481000,2016,1197,Yes,Manual,51415,1,PETROL,8,2
Honda WR-V,721000,2017,1197,Yes,Manual,80941,2,PETROL,8,2
2023 Maruti Alto K10 VXI,457000,2023,998,No,Manual,9048,1,PETROL,4,1
Hyundai Grand i10,424000,2016,1197,Yes,Manual,115758,1,PETROL,8,2
Hyundai Eon,303000,2016,1197,Yes,Manual,59310,1,PETROL,8,2
Hyundai Elite i20,544000,2014,1197,Yes,Manual,47704,2,PETROL,8,2
Maruti Swift,563000,2019,1197,Yes,Manual,49294,2,PETROL,8,2
Honda City,323000,2014,1197,Yes,Manual,87733,2,PETROL,8,2
Maruti Alto K10,163000,2011,1197,Yes,Manual,63122,1,PETROL,8,2
Maruti Dzire,511000,2020,1197,Yes,Manual,73626,1,DIESEL,8,2
Hyundai Elite i20,604000,2019,1197,Yes,Manual,59924,1,PETROL,8,2
Datsun Redi Go,322000,2019,1197,Yes,Manual,21541,1,PETROL,8,2
Maruti Ritz,248000,2011,1197,Yes,Manual,73946,1,PETROL,8,2
Maruti Dzire,801000,2019,1197,Yes,Manual,57268,2,DIESEL,8,2
Maruti Baleno,673000,2019,1197,Yes,Manual,16856,1,PETROL,8,2
Hyundai Elite i20,716000,2018,1197,Yes,Manual,35985,2,PETROL,8,2
Tata Tiago,712000,2022,1197,Yes,Manual,30399,1,CNG,8,2
Maruti Wagon R 1.0,314000,2014,1197,Yes,Manual,94458,2,PETROL,8,2
Ford Ecosport,1022000,2021,1197,Yes,Manual,25576,2,PETROL,8,2
Hyundai NEW SANTRO,529000,2021,1197,Yes,Manual,11041,1,PETROL,8,2
Hyundai Grand i10,284000,2013,1197,Yes,Manual,108985,1,DIESEL,8,2
Honda Jazz,561000,2017,1197,Yes,Manual,50649,1,PETROL,8,2
